Providers,RNs,MAs,PSRs,Play,Roomers,Rooming Ratio,Dedicated RNs,Dedicated PSRs,Provider Primary,Provider Secondary,Provider Tertiary,RN Primary,RN Secondary,RN Tertiary,MA Primary,MA Secondary,MA Tertiary,PSR Primary,PSR Secondary,PSR Tertiary,OM Primary,OM Secondary,OM Tertiary,Notes
1,3,0,2,"1 Provider(s), 3 RN setting, 0 MA(s), 2 PSR(s)",1,1:1,2,2,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"1 RN(s) shift to rooming as the primary task; remaining RN(s) manage triage, VM, and MyChart messages.",Assist roomers if requested; protect urgent triage coverage.,"Forms, PAs, and other tasks as assigned after urgent clinical flow is stable.",No MA assigned; rooming is covered by RN and/or a cross-trained MA/PSR if the minimum ratio requires it.,No MA available for forms/restocking.,No MA available for MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning."
1,3,0,3,"1 Provider(s), 3 RN setting, 0 MA(s), 3 PSR(s)",1,1:1,2,3,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"1 RN(s) shift to rooming as the primary task; remaining RN(s) manage triage, VM, and MyChart messages.",Assist roomers if requested; protect urgent triage coverage.,"Forms, PAs, and other tasks as assigned after urgent clinical flow is stable.",No MA assigned; rooming is covered by RN and/or a cross-trained MA/PSR if the minimum ratio requires it.,No MA available for forms/restocking.,No MA available for MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning."
1,3,1,0,"1 Provider(s), 3 RN setting, 1 MA(s), 0 PSR(s)",1,1:1,3,0,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients.,Forms and restocking.,MA duty list.,No PSR assigned; OM acts as PSR for check in/out patients.,Workqueues and proactive calls are deferred unless OM/front desk flow is stable.,Other PSR tasks only if OM has capacity after check in/out.,Act as PSR: check in/out patients and protect front desk flow.,"Route urgent triage, VM, and MyChart items to providers/RN when needed.",Defer non-urgent OM work until front desk and rooming flow are stable.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
No PSR is assigned; OM acts as PSR and protects check in/out first."
1,3,1,1,"1 Provider(s), 3 RN setting, 1 MA(s), 1 PSR(s)",1,1:1,3,1,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients.,Forms and restocking.,MA duty list.,Single PSR focuses on check in/out patients.,Workqueues and proactive calls only if front desk flow is stable.,Other tasks assigned by OM.,Assist the single PSR/front desk as needed while protecting clinic flow.,Assist PSR/front desk when needed. Help route triage/VM/MyChart items to providers when RN coverage is strained.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning."
1,3,1,2,"1 Provider(s), 3 RN setting, 1 MA(s), 2 PSR(s)",1,1:1,3,2,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients.,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning."
1,3,1,3,"1 Provider(s), 3 RN setting, 1 MA(s), 3 PSR(s)",1,1:1,3,3,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients.,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning."
1,3,2,0,"1 Provider(s), 3 RN setting, 2 MA(s), 0 PSR(s)",1,1:1,3,0,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 1 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,No PSR assigned; OM acts as PSR for check in/out patients.,Workqueues and proactive calls are deferred unless OM/front desk flow is stable.,Other PSR tasks only if OM has capacity after check in/out.,Act as PSR: check in/out patients and protect front desk flow.,"Route urgent triage, VM, and MyChart items to providers/RN when needed.",Defer non-urgent OM work until front desk and rooming flow are stable.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority.
No PSR is assigned; OM acts as PSR and protects check in/out first."
1,3,2,1,"1 Provider(s), 3 RN setting, 2 MA(s), 1 PSR(s)",1,1:1,3,1,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 1 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,Single PSR focuses on check in/out patients.,Workqueues and proactive calls only if front desk flow is stable.,Other tasks assigned by OM.,Assist the single PSR/front desk as needed while protecting clinic flow.,Assist PSR/front desk when needed. Help route triage/VM/MyChart items to providers when RN coverage is strained.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,2,2,"1 Provider(s), 3 RN setting, 2 MA(s), 2 PSR(s)",1,1:1,3,2,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 1 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,2,3,"1 Provider(s), 3 RN setting, 2 MA(s), 3 PSR(s)",1,1:1,3,3,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 1 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,3,0,"1 Provider(s), 3 RN setting, 3 MA(s), 0 PSR(s)",1,1:1,3,0,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 2 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,No PSR assigned; OM acts as PSR for check in/out patients.,Workqueues and proactive calls are deferred unless OM/front desk flow is stable.,Other PSR tasks only if OM has capacity after check in/out.,Act as PSR: check in/out patients and protect front desk flow.,"Route urgent triage, VM, and MyChart items to providers/RN when needed.",Defer non-urgent OM work until front desk and rooming flow are stable.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority.
No PSR is assigned; OM acts as PSR and protects check in/out first."
1,3,3,1,"1 Provider(s), 3 RN setting, 3 MA(s), 1 PSR(s)",1,1:1,3,1,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 2 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,Single PSR focuses on check in/out patients.,Workqueues and proactive calls only if front desk flow is stable.,Other tasks assigned by OM.,Assist the single PSR/front desk as needed while protecting clinic flow.,Assist PSR/front desk when needed. Help route triage/VM/MyChart items to providers when RN coverage is strained.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,3,2,"1 Provider(s), 3 RN setting, 3 MA(s), 2 PSR(s)",1,1:1,3,2,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 2 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,3,3,"1 Provider(s), 3 RN setting, 3 MA(s), 3 PSR(s)",1,1:1,3,3,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 2 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,2 PSRs cover check in/out patients; any additional PSR helps front desk flow.,"Workqueues, proactive calls to new patients, call overdue patients.",Other tasks assigned by OM.,Support patient flow and staffing adjustments.,Assist bottlenecks as needed.,Help route urgent questions to the right person.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
1,3,4,0,"1 Provider(s), 3 RN setting, 4 MA(s), 0 PSR(s)",1,1:1,3,0,Seeing patients.,Maintain clinic flow and support staff bottlenecks as needed.,Management duties and clinical support as needed.,"Triage, VM, and MyChart messages.",Assist roomers if requested.,"Forms, PAs, and other tasks as assigned.",Rooming patients (1 MA(s) assigned to rooming; 3 MA(s) available for support tasks).,Forms and restocking.,MA duty list.,No PSR assigned; OM acts as PSR for check in/out patients.,Workqueues and proactive calls are deferred unless OM/front desk flow is stable.,Other PSR tasks only if OM has capacity after check in/out.,Act as PSR: check in/out patients and protect front desk flow.,"Route urgent triage, VM, and MyChart items to providers/RN when needed.",Defer non-urgent OM work until front desk and rooming flow are stable.,"Rooming ratio: 1:1 (1 roomer(s) for 1 provider(s)).
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority.
No PSR is assigned; OM acts as PSR and protects check in/out first."
